age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,numberchildren,remotework,fin
30,No,,316.95,,9,3,,113,3,M,3,2, laboratory technician ,1,,,6656.0,1,No,11,,3,Part Time,2,"12,0",4,"3,0",12,,6,10,1993,"30720,00$",,,Yes,2023
34,No,travel_frequently,556.26,,29,1,,114,4,M,2,2, manufacturing director ,3,Married,"4492,84$",11681.39,1,,17,"3,0",3,,0,"10,0",2,"2,0",10,,1,9,1989,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,No,2023
51,No,travel_rarely,1288.65,,8,4,Life Sciences,115,2,M,2,3, research director ,2,Married,"10408,33$",27061.67,5,No,16,"3,0",4,Full Time,2,"16,0",5,"1,0",10,,4,7,1972,"124900,00$",,,No,2023
34,No,,556.26,,39,4,Life Sciences,116,39,M,2,2, manufacturing director ,1,,"4492,84$",11681.39,6,,13,"3,0",2,Part Time,1,"13,0",3,"3,0",11,,5,9,1989,"53914,11$",,,Yes,2023
35,No,travel_rarely,827.46,,16,3,,117,3,M,3,3, sales executive ,2,Married,"6683,33$",17376.67,0,,15,"3,0",3,Part Time,2,"12,0",3,"2,0",11,,6,9,1988,"80200,00$",,,Yes,2023
45,No,travel_frequently,1032.49,,7,3,Life Sciences,118,1,M,3,3, laboratory technician ,1,,"8339,32$",21682.23,1,,18,"3,0",1,Part Time,1,"24,0",2,"3,0",24,,9,11,1978,"100071,84$",,,Yes,2023
39,No,,1760.98,,10,1,,119,3,M,3,4, manager ,1,Married,,36980.67,1,,14,,4,Full Time,0,"21,0",3,"3,0",21,,11,10,1984,"170680,00$",,,Yes,2023
31,No,,922.69,,7,2,,120,3,F,2,3, manufacturing director ,3,Married,"7452,50$",19376.5,1,No,24,"4,0",1,Part Time,1,"10,0",2,"3,0",10,,8,9,1992,"89430,00$",,,No,2023
39,No,,1988.38, Research & Development ,7,2,,121,3,M,2,5, manager ,4,Married,"16060,00$",41756.0,1,,15,"3,0",1,Full Time,1,,2,"3,0",21,,13,3,1984,"192720,00$", manAgER  -  Research & Development ,,Yes,2023
45,No,travel_rarely,556.26,,8,4,,122,4,M,3,2, research scientist ,4,,"4492,84$",11681.39,9,No,14,"3,0",1,Part Time,2,"12,0",3,"3,0",10,,9,8,1978,"53914,11$",,,Yes,2023
30,No,travel_rarely,556.26, Sales ,5,3,Marketing,123,4,F,2,2, sales executive ,3,,"4492,84$",11681.39,1,,13,"3,0",3,,3,"10,0",2,"3,0",10,,1,2,1993,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$", SaLES eXeCUtIVE  -  Sales ,,Yes,2023
31,No,,1032.49,,7,4,Medical,124,3,F,3,3, manufacturing director ,4,,"8339,32$",21682.23,1,,14,"3,0",3,Part Time,0,"11,0",2,"2,0",11,,4,10,1992,"100071,84$",,,No,2023
36,No,,1032.49,,3,4,Medical,125,1,M,2,3, sales executive ,4,Married,"8339,32$",21682.23,4,No,11,"3,0",1,Part Time,1,"16,0",2,"3,0",13,,1,12,1987,"100071,84$",,,Yes,2023
36,No,travel_rarely,1032.49,,2,2,,126,2,M,2,3, sales executive ,3,Married,,21682.23,1,,13,"3,0",2,Part Time,2,"10,0",2,"3,0",10,,9,0,1987,"100071,84$",,,Yes,2023
55,No,travel_rarely,1582.77,,18,5,,127,1,F,3,4, manager ,2,Single,"12783,92$",33238.2,3,No,23,"4,0",4,Full Time,0,"37,0",2,"3,0",10,,7,7,1968,"153407,07$",,,Yes,2023
35,No,,556.26,,1,3,,128,2,M,3,2, sales executive ,3,,"4492,84$",11681.39,9,,11,"3,0",3,Part Time,0,"15,0",2,"3,0",11,,6,9,1988,"53914,11$",,,Yes,2023
42,No,travel_rarely,1032.49,,24,3,Medical,129,4,M,3,3, manufacturing director ,1,Married,"8339,32$",21682.23,1,,21,"4,0",4,Part Time,1,"10,0",5,"2,0",10,,5,8,1981,"100071,84$",,,No,2023
52,No,travel_rarely,575.4,,6,2,,130,4,M,3,2, research scientist ,1,Divorced,"4647,50$",12083.5,3,Yes,12,,2,Full Time,2,"18,0",3,"3,0",10,,6,9,1971,"55770,00$",,,Yes,2023
49,No,,1973.98,,18,4,Life Sciences,131,4,M,2,5, research director ,3,,,41453.67,1,Yes,17,"3,0",3,Full Time,1,,5,"3,0",31,,0,9,1974,"191324,62$",,,Yes,2023
34,No,travel_rarely,277.64, Research & Development ,1,5,,132,2,M,3,1, research scientist ,4,Married,"2242,50$",5830.5,1,No,12,"3,0",4,Part Time,1,,4,"2,0",10,,8,8,1989,"26910,00$", reSEarCH scIentISt  -  Research & Development ,,Yes,2023
33,Yes,travel_rarely,290.04,,1,4,Other,133,4,M,3,1, research scientist ,4,Single,"2342,59$",6090.75,1,,13,"3,0",3,Part Time,0,"10,0",2,"2,0",10,,7,8,1990,"28111,13$",,,No,2023
33,No,,1032.49, Research & Development ,7,3,Medical,134,3,M,3,3, research director ,3,Married,"8339,32$",21682.23,0,No,11,"3,0",4,,0,,3,"4,0",13,,3,7,1990,"8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$", ReSeARCh DiRECtor  -  Research & Development ,,Yes,2023
53,No,travel_rarely,1582.77,,23,4,,135,4,F,3,4, research director ,4,,"12783,92$",33238.2,6,No,18,"3,0",3,Full Time,0,"33,0",0,"3,0",12,,3,8,1970,"153407,07$",,,Yes,2023
49,No,travel_rarely,763.8,,8,2,Other,136,1,F,3,3, laboratory technician ,2,Married,"6169,17$",16039.83,4,,11,"3,0",3,Part Time,1,"29,0",3,"2,0",26,,1,7,1974,"74030,00$",,,No,2023
35,No,,1032.49,,21,4,,137,21,M,3,3, sales executive ,4,,,21682.23,6,,13,"3,0",2,Part Time,1,,2,"3,0",10,,0,8,1988,"100071,84$",,,No,2023
38,No,travel_rarely,910.31,,17,1,Life Sciences,138,3,F,2,3, healthcare representative ,3,Married,"7352,50$",19116.5,0,,18,"3,0",1,Part Time,1,"20,0",4,"2,0",19,,1,9,1985,"88230,00$",,,No,2023
46,No,,1582.77, Sales ,3,1,Marketing,139,1,M,3,4, manager ,3,Married,"12783,92$",33238.2,3,No,12,"3,0",4,Full Time,1,,3,"3,0",12,,4,9,1977,"153407,07$", MaNAgeR  -  Sales ,,No,2023
36,No,non-travel,556.26,,18,4,,140,1,M,3,2, manufacturing director ,4,Single,"4492,84$",11681.39,2,,20,"4,0",1,Part Time,0,"18,0",0,"3,0",11,,0,9,1987,"53914,11$",,,No,2023
42,Yes,travel_frequently,1582.77,,15,3,Life Sciences,141,15,M,3,4, sales executive ,1,Single,,33238.2,0,,12,,2,Full Time,0,,2,"2,0",21,,13,14,1981,"153407,07$",,,Yes,2023
34,No,travel_frequently,556.26,,1,3,,142,4,M,2,2, healthcare representative ,1,Single,"4492,84$",11681.39,0,No,20,"4,0",3,,0,"14,0",3,"3,0",13,,4,9,1989,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
30,No,travel_rarely,369.26, Research & Development ,1,3,Medical,143,4,M,3,1, research scientist ,2,,"2982,50$",7754.5,0,Yes,21,"4,0",1,,1,"12,0",2,"3,0",11,,5,7,1993,"35790,00$", RESEArCH sCIenTIst  -  Research & Development ,,Yes,2023
54,No,travel_rarely,1834.34,,3,3,Life Sciences,144,4,M,3,4, research director ,4,Married,"14815,83$",38521.17,3,No,14,"3,0",1,Full Time,0,"36,0",2,"3,0",10,,0,9,1969,"177790,00$",,,Yes,2023
31,No,travel_rarely,556.26,,24,3,Medical,145,3,F,2,2, healthcare representative ,1,Single,"4492,84$",11681.39,1,No,19,,2,Part Time,0,"10,0",2,"3,0",10,,1,8,1992,"53914,11$",,,No,2023
44,No,,1879.12,,5,3,,146,2,M,3,5, manager ,2,Married,"15177,50$",39461.5,7,No,11,"3,0",3,Full Time,1,"26,0",5,"3,0",22,,3,10,1979,"182130,00$",,,Yes,2023
55,No,non-travel,1400.8,,8,1,,147,4,M,2,4, healthcare representative ,2,Divorced,,29416.83,1,Yes,15,"3,0",4,Full Time,1,,3,"3,0",33,,15,0,1968,"135770,00$",,,No,2023
44,No,travel_rarely,1979.92,,4,2,Life Sciences,148,3,M,4,5, manager ,1,Divorced,"15991,67$",41578.33,1,No,14,"3,0",4,Full Time,2,,4,"2,0",25,,14,13,1979,"191900,00$",,,No,2023
34,No,travel_frequently,556.26, Human Resources ,11,3,Life Sciences,149,3,M,2,2, human resources ,2,,"4492,84$",11681.39,4,No,11,"3,0",4,,2,"14,0",5,"4,0",10,,1,8,1989,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$", hUMAn reSoUrCES  -  Human Resources ,,Yes,2023
39,No,,1766.66,,13,4,,150,3,F,2,4, manager ,2,Divorced,,37099.83,6,Yes,13,"3,0",4,Full Time,2,,4,"3,0",19,,15,2,1984,"171230,00$",,,No,2023
55,No,travel_rarely,1979.61,,2,2,Medical,151,4,F,1,5, manager ,3,,"15989,17$",41571.83,4,,14,,4,Full Time,1,"23,0",5,"3,0",19,,9,11,1968,"191870,00$",,,Yes,2023
51,No,,1582.77,,5,3,Life Sciences,152,3,M,3,4, manager ,2,,"12783,92$",33238.2,1,,11,"3,0",2,Full Time,1,,2,"3,0",33,,0,10,1972,"153407,07$",,,Yes,2023
58,Yes,,1032.57,,14,4,Medical,153,14,F,2,3, manufacturing director ,1,Married,"8340,00$",21684.0,7,,14,"3,0",4,,0,,0,"2,0",10,,5,9,1965,"8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$8340,00$",,,Yes,2023
48,No,,1032.49,,4,3,Life Sciences,154,4,M,3,3, manufacturing director ,4,Single,"8339,32$",21682.23,1,No,11,"3,0",3,Part Time,0,"11,0",2,"3,0",10,,0,8,1975,"100071,84$",,,Yes,2023
29,No,travel_rarely,824.16, Human Resources ,17,3,,155,2,M,2,3, human resources ,1,Single,"6656,67$",17307.33,1,,13,"3,0",1,Part Time,0,,3,"2,0",10,,0,9,1994,"79880,00$", HUmAN rESOuRceS  -  Human Resources ,,No,2023
34,No,,556.26,,3,3,Other,156,4,M,1,2, sales executive ,1,Single,"4492,84$",11681.39,3,No,18,,4,Part Time,0,"15,0",2,"3,0",13,,3,12,1989,"53914,11$",,,Yes,2023
42,No,travel_frequently,290.04,,9,2,,157,1,F,3,1, laboratory technician ,4,,"2342,59$",6090.75,1,,13,"3,0",3,,0,"12,0",3,"3,0",12,,5,8,1981,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
57,No,travel_rarely,556.26,,1,2,Life Sciences,158,2,M,4,2, research scientist ,3,Married,"4492,84$",11681.39,0,No,24,"4,0",1,Part Time,1,"13,0",2,"2,0",12,,2,8,1966,"53914,11$",,,Yes,2023
34,Yes,travel_rarely,556.26,,24,4,,159,1,F,2,2, sales executive ,2,Single,,11681.39,0,Yes,23,"4,0",3,Part Time,0,"16,0",2,"4,0",15,,10,10,1989,"53914,11$",,,No,2023
54,No,travel_frequently,1582.77,,11,4,Medical,160,2,F,3,4, manager ,4,,"12783,92$",33238.2,3,No,20,,1,,1,"26,0",2,"3,0",14,,1,12,1969,"12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$",,,Yes,2023
34,No,travel_rarely,730.79,,1,3,,161,4,M,2,3, sales executive ,3,,"5902,50$",15346.5,1,,14,"3,0",4,Part Time,0,,3,"3,0",10,,8,6,1989,"70830,00$",,,No,2023
29,No,,487.29,,3,1,Medical,162,2,M,3,1, laboratory technician ,1,Single,"3935,83$",10233.17,1,,18,"3,0",4,,0,,3,,10,,1,5,1994,"3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$3935,83$",,,Yes,2023
35,No,travel_rarely,351.52,,28,3,Life Sciences,163,2,M,4,2, laboratory technician ,3,,"2839,17$",7381.83,1,,17,,4,Part Time,2,,3,"2,0",10,,6,8,1988,"34070,00$",,,Yes,2023
35,Yes,,556.26,,12,4,Other,164,4,M,3,2, sales executive ,4,,"4492,84$",11681.39,3,,24,"4,0",1,Part Time,0,"13,0",2,"4,0",11,,6,7,1988,"53914,11$",,,Yes,2023
34,No,travel_rarely,302.2,,19,3,Life Sciences,165,2,F,2,1, research scientist ,4,Married,"2440,83$",6346.17,1,No,12,"3,0",2,Full Time,0,"10,0",3,"3,0",10,,8,7,1989,"29290,00$",,,Yes,2023
43,No,,556.26,,2,3,,166,4,M,3,2, sales executive ,4,,"4492,84$",11681.39,1,Yes,17,"3,0",1,Part Time,1,"10,0",3,"3,0",10,,8,8,1980,"53914,11$",,,No,2023
58,No,non-travel,1582.77,,2,3,Medical,167,2,M,3,4, manager ,2,Divorced,"12783,92$",33238.2,4,No,22,"4,0",4,Full Time,1,"37,0",0,"2,0",16,,14,14,1965,"153407,07$",,,Yes,2023
36,No,travel_rarely,556.26, Sales ,14,4,,168,14,F,2,2, sales executive ,3,Married,"4492,84$",11681.39,1,Yes,13,"3,0",1,Part Time,1,"10,0",4,"3,0",10,,1,7,1987,"53914,11$", SaleS EXeCuTivE  -  Sales ,,No,2023
43,No,travel_rarely,1032.49,,11,3,Life Sciences,169,1,M,3,3, healthcare representative ,3,Married,"8339,32$",21682.23,1,,17,"3,0",2,Part Time,1,"10,0",1,"3,0",10,,0,9,1980,"100071,84$",,,Yes,2023
55,No,,1973.98,,26,4,Human Resources,170,3,M,4,5, manager ,2,Married,,41453.67,4,Yes,18,"3,0",1,Full Time,1,"35,0",0,"3,0",10,,1,4,1968,"191324,62$",,,Yes,2023
42,No,,556.26, Research & Development ,23,2,,171,4,M,2,2, research scientist ,3,Single,,11681.39,1,,12,"3,0",4,,0,"20,0",2,"3,0",20,,3,7,1981,"53914,11$", ReSeARch scIENTISt  -  Research & Development ,,Yes,2023
40,No,,556.26,,11,3,Technical Degree,172,4,F,3,2, laboratory technician ,3,Married,"4492,84$",11681.39,1,,11,,1,,1,"10,0",2,"4,0",10,,9,4,1983,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
56,Yes,,290.04, Research & Development ,7,2,Technical Degree,173,4,M,3,1, laboratory technician ,3,Married,,6090.75,8,No,11,"3,0",4,Part Time,1,"14,0",4,"1,0",10,,9,8,1967,"28111,13$", LaBoRaTorY TeChNicIAn  -  Research & Development ,,Yes,2023
39,No,travel_rarely,1241.29,,33,1,Marketing,174,33,F,2,4, sales executive ,4,,"10025,83$",26067.17,0,,11,"3,0",1,Full Time,1,,2,"2,0",20,,9,6,1984,"120310,00$",,,Yes,2023
53,No,travel_rarely,1591.67,,2,4,Life Sciences,175,1,F,2,4, manager ,4,Married,"12855,83$",33425.17,2,No,16,"3,0",3,Full Time,0,,3,"3,0",25,,3,7,1970,"154270,00$",,,Yes,2023
27,No,travel_frequently,1032.49,,8,3,,176,4,M,3,3, sales executive ,3,Single,"8339,32$",21682.23,1,No,15,"3,0",4,,0,"9,0",0,"3,0",9,,1,7,1996,"8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$",,,No,2023
30,No,travel_frequently,556.26,,1,2,,177,3,F,3,2, laboratory technician ,4,,"4492,84$",11681.39,1,,23,"4,0",4,Part Time,0,"12,0",2,,12,,3,7,1993,"53914,11$",,,Yes,2023
35,No,,1032.49,,18,5,Life Sciences,178,2,M,3,3, sales executive ,1,Married,"8339,32$",21682.23,1,,22,"4,0",4,,1,"9,0",3,"2,0",9,,1,8,1988,"8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$",,,Yes,2023
32,No,travel_rarely,635.76, Research & Development ,1,3,Medical,179,1,M,3,2, manufacturing director ,4,Married,"5135,00$",13351.0,1,Yes,22,"4,0",2,,1,"9,0",3,"3,0",9,,7,8,1991,"61620,00$", ManUfaCTUriNg dIReCtor  -  Research & Development ,,Yes,2023
30,No,travel_rarely,528.87,,1,1,Life Sciences,180,4,M,2,2, laboratory technician ,4,Married,"4271,67$",11106.33,1,,12,"3,0",3,Part Time,2,,1,,10,,3,0,1993,"51260,00$",,,No,2023
46,Yes,,992.44, Sales ,9,2,Medical,181,3,M,2,3, sales executive ,4,,"8015,83$",20841.17,1,No,16,"3,0",4,Part Time,0,"9,0",3,"3,0",9,,4,7,1977,"96190,00$", saLES ExECuTIVe  -  Sales ,,No,2023
30,No,travel_rarely,556.26,,4,2,,182,3,F,2,2, sales executive ,2,,"4492,84$",11681.39,1,Yes,12,"3,0",2,Part Time,3,"11,0",4,"2,0",11,,2,7,1993,"53914,11$",,,No,2023
32,No,,516.9,,6,4,,183,2,M,3,2, sales executive ,3,Single,"4175,00$",10855.0,1,No,16,"3,0",1,,0,"12,0",0,"3,0",11,,5,7,1991,"4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$4175,00$",,,Yes,2023
35,No,travel_rarely,1032.49,,37,5,Marketing,184,3,M,3,3, sales executive ,2,Married,"8339,32$",21682.23,1,,13,"3,0",1,Part Time,2,,3,"3,0",10,,0,6,1988,"100071,84$",,,No,2023
32,No,,1032.49,,8,3,Marketing,185,2,F,3,3, sales executive ,4,Single,"8339,32$",21682.23,1,,14,"3,0",4,Part Time,0,"9,0",2,"3,0",9,,3,7,1991,"100071,84$",,,Yes,2023
41,No,travel_rarely,290.04, Research & Development ,34,3,Life Sciences,186,1,M,3,1, research scientist ,3,Divorced,,6090.75,4,No,12,"3,0",1,Part Time,1,,2,"3,0",9,,1,8,1982,"28111,13$", RESEaRch SCIEntISt  -  Research & Development ,,Yes,2023
40,No,travel_rarely,1963.72,,4,1,Medical,187,4,F,3,5, manager ,3,,"15860,83$",41238.17,1,No,14,"3,0",2,Full Time,1,"21,0",2,"3,0",20,,9,9,1983,"190330,00$",,,No,2023
45,No,,1582.77,,2,2,,188,1,M,2,4, manager ,4,Married,"12783,92$",33238.2,9,No,23,"4,0",4,,1,"22,0",1,"3,0",20,,11,8,1978,"12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$",,,Yes,2023
32,Yes,travel_rarely,1073.02,,4,4,,189,4,M,1,3, sales executive ,4,Married,"8666,67$",22533.33,1,No,11,"3,0",3,Full Time,0,"14,0",2,"2,0",14,,9,8,1991,"104000,00$",,,No,2023
30,No,non-travel,1032.49, Research & Development ,1,1,Life Sciences,190,3,M,2,3, manufacturing director ,3,,"8339,32$",21682.23,1,No,22,"4,0",3,Part Time,0,,2,"3,0",11,,5,8,1993,"100071,84$", mAnUFaCtUrinG diReCtor  -  Research & Development ,,Yes,2023
37,No,,1032.49,,11,3,,191,2,M,3,3, research director ,4,,,21682.23,1,,14,"3,0",3,Part Time,3,,1,"3,0",10,,0,7,1986,"100071,84$",,,Yes,2023
37,No,,288.17,,4,4,,192,1,M,3,1, sales representative ,4,Divorced,"2327,50$",6051.5,4,No,17,"3,0",3,,1,"13,0",2,"3,0",9,,5,8,1986,"2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$2327,50$",,,No,2023
40,No,,556.26,,24,2,Technical Degree,193,1,M,3,2, research scientist ,4,,"4492,84$",11681.39,1,No,17,"3,0",1,,2,,3,"3,0",9,,4,7,1983,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,No,2023
36,No,non-travel,585.41,,24,4,,194,2,F,3,2, laboratory technician ,2,Married,"4728,33$",12293.67,7,,15,"3,0",3,Full Time,1,"11,0",3,"3,0",9,,0,8,1987,"56740,00$",,,Yes,2023
32,No,travel_rarely,556.26,,7,3,Life Sciences,195,4,M,2,2, sales executive ,3,Married,"4492,84$",11681.39,1,,14,"3,0",3,Part Time,1,"13,0",3,"2,0",13,,4,8,1991,"53914,11$",,,Yes,2023
38,No,,1032.49,,25,2,Life Sciences,196,1,F,2,3, research director ,2,,,21682.23,3,,17,"3,0",3,Part Time,1,,2,"3,0",10,,0,1,1985,"100071,84$",,,Yes,2023
30,No,travel_rarely,556.26,,28,2,,197,4,F,3,2, research scientist ,4,Married,"4492,84$",11681.39,1,No,13,"3,0",4,Part Time,2,"11,0",2,"3,0",10,,1,9,1993,"53914,11$",,,Yes,2023
39,No,,1980.64,,1,1,,198,2,M,3,5, manager ,3,,,41593.5,1,,14,"3,0",3,Full Time,1,"21,0",3,"3,0",21,,1,6,1984,"191970,00$",,,Yes,2023
60,No,,1973.98,,7,3,Life Sciences,199,1,F,3,5, manager ,1,,"15943,72$",41453.67,5,No,11,"3,0",4,Full Time,0,"33,0",5,"1,0",29,,11,10,1963,"191324,62$",,,Yes,2023
30,No,,867.9,,22,4,Other,200,3,F,3,3, sales executive ,1,,"7010,00$",18226.0,0,,11,"3,0",3,Part Time,0,"10,0",3,"3,0",9,,7,8,1993,"84120,00$",,,Yes,2023
31,No,travel_rarely,1032.49, Research & Development ,9,1,,201,3,M,3,3, manufacturing director ,2,Divorced,"8339,32$",21682.23,1,No,25,"4,0",4,Part Time,1,,6,"4,0",13,,0,8,1992,"100071,84$", maNUFAcTURING direCTOr  -  Research & Development ,,Yes,2023
33,Yes,,345.43,,3,3,Life Sciences,202,1,M,3,1, research scientist ,1,Single,"2790,00$",7254.0,1,Yes,11,"3,0",1,Full Time,0,,3,"3,0",10,,9,7,1990,"33480,00$",,,No,2023
50,No,,290.04,,28,1,Medical,203,4,M,4,1, laboratory technician ,3,Married,"2342,59$",6090.75,1,Yes,11,,3,,3,"20,0",3,"3,0",20,,3,8,1973,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
32,No,,547.75, Research & Development ,24,4,Life Sciences,204,1,M,3,2, laboratory technician ,4,,"4424,17$",11502.83,1,No,15,,4,Part Time,2,"10,0",2,"3,0",10,,4,7,1991,"53090,00$", labOraTORy techNicIan  -  Research & Development ,,Yes,2023
42,No,,556.26,,29,3,,205,2,M,3,2, manufacturing director ,2,,"4492,84$",11681.39,1,,13,"3,0",4,,1,"10,0",3,"2,0",9,,7,8,1981,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
49,Yes,,789.7, Sales ,11,3,Marketing,206,3,F,3,3, sales executive ,4,Married,"6378,33$",16583.67,1,No,18,"3,0",1,Part Time,2,,3,"4,0",9,,7,7,1974,"76540,00$", SAlEs ExeCUtive  -  Sales ,,No,2023
27,No,,1321.46,,5,1,,207,3,M,2,3, research director ,4,Divorced,"10673,33$",27750.67,1,,16,"3,0",2,Full Time,1,,3,"3,0",9,,0,8,1996,"128080,00$",,,Yes,2023
33,No,travel_rarely,556.26,,1,3,Medical,208,1,M,4,2, sales executive ,1,Divorced,"4492,84$",11681.39,1,,22,,1,Part Time,1,"9,0",5,"3,0",9,,0,8,1990,"53914,11$",,,Yes,2023
52,No,,1582.77, Research & Development ,26,4,,209,3,F,2,4, manufacturing director ,4,Married,"12783,92$",33238.2,3,No,22,"4,0",3,Full Time,0,"31,0",3,"3,0",9,,0,0,1971,"153407,07$", MANUFACturING DIRecToR  -  Research & Development ,,No,2023
32,No,,556.26,,5,2,Life Sciences,210,2,M,3,2, sales executive ,2,,"4492,84$",11681.39,1,No,14,"3,0",4,Part Time,1,"10,0",3,"3,0",10,,5,3,1991,"53914,11$",,,Yes,2023
36,No,,679.51,,14,1,Life Sciences,211,3,M,3,2, healthcare representative ,4,,"5488,33$",14269.67,0,,17,"3,0",1,Full Time,1,,2,"2,0",16,,4,11,1987,"65860,00$",,,No,2023
31,No,non-travel,556.26, Sales ,20,2,,212,4,F,3,2, sales executive ,3,,"4492,84$",11681.39,1,,13,"3,0",4,,1,,2,"2,0",9,,0,0,1992,"53914,11$", Sales eXECuTIvE  -  Sales ,,No,2023
36,No,travel_rarely,259.9,,2,4,Medical,213,3,M,3,1, laboratory technician ,3,Single,"2099,17$",5457.83,4,No,21,"4,0",3,Part Time,0,,6,"3,0",11,,3,9,1987,"25190,00$",,,Yes,2023
52,No,,1764.18,,1,2,Life Sciences,214,4,M,3,4, manager ,4,Married,,37047.83,2,,15,"3,0",2,Full Time,1,"26,0",2,,9,,7,8,1971,"170990,00$",,,Yes,2023
33,No,non-travel,1582.77,,17,3,,215,4,M,3,4, manager ,3,Single,"12783,92$",33238.2,1,,11,"3,0",4,Full Time,0,"10,0",2,"3,0",10,,6,0,1990,"153407,07$",,,No,2023
45,No,non-travel,556.26,,23,2,Life Sciences,216,4,M,3,2, laboratory technician ,1,,"4492,84$",11681.39,1,Yes,15,"3,0",3,Part Time,1,"9,0",2,"3,0",9,,0,8,1978,"53914,11$",,,Yes,2023
36,No,travel_rarely,1032.49, Research & Development ,12,5,,217,4,F,2,3, manufacturing director ,4,,"8339,32$",21682.23,0,,11,"3,0",2,Part Time,0,"15,0",2,"2,0",14,,7,8,1987,"100071,84$", mANUfaCTuRiNG DiRECtOr  -  Research & Development ,,Yes,2023
49,No,,1353.65,,8,4,,218,4,M,2,4, sales executive ,2,,"10933,33$",28426.67,6,,17,"3,0",2,Full Time,1,"22,0",3,"3,0",9,,2,3,1974,"131200,00$",,,No,2023
29,Yes,,1032.49,,23,1,,219,4,F,2,3, sales executive ,1,,"8339,32$",21682.23,1,,13,,1,Part Time,1,"11,0",3,"1,0",11,,3,10,1994,"100071,84$",,,Yes,2023
29,No,,323.04,,6,1,,220,2,F,3,1, laboratory technician ,4,Married,"2609,17$",6783.83,1,,13,"3,0",1,,1,,5,"3,0",10,,0,8,1994,"2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$2609,17$",,,No,2023
37,No,,556.26, Research & Development ,1,3,Life Sciences,221,4,F,2,2, manufacturing director ,4,Married,"4492,84$",11681.39,1,,13,"3,0",2,Part Time,1,"14,0",2,"2,0",14,,3,11,1986,"53914,11$", ManUFACtURiNg DiRECTOr  -  Research & Development ,,Yes,2023
33,No,travel_rarely,1032.49,,10,5,,222,4,M,4,3, sales executive ,3,,,21682.23,0,,14,"3,0",4,Part Time,2,,3,"3,0",9,,0,8,1990,"100071,84$",,,Yes,2023
34,No,travel_frequently,458.51,,19,3,Medical,223,3,F,3,2, laboratory technician ,2,Divorced,,9628.67,4,No,13,"3,0",3,Part Time,2,"15,0",2,"4,0",11,,5,10,1989,"44440,00$",,,Yes,2023
28,No,non-travel,688.59,,1,3,,224,3,F,1,2, laboratory technician ,4,Married,"5561,67$",14460.33,0,No,11,"3,0",1,,3,"10,0",6,"3,0",9,,7,5,1995,"5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$5561,67$",,,Yes,2023
